"ameslist.SalePrice" "ameslist.YearBuilt" "ameslist.YearRemodAdd" "ameslist.BsmtFinSF1" "ameslist.BsmtUnfSF" "ameslist.BsmtFinSF2" "ameslist.TotalBsmtSF" "ameslist.X1stFlrSF" "ameslist.X2ndFlrSF" "ameslist.LowQualFinSF" "ameslist.GrLivArea" "ameslist.FullBath"
"825" 232600 2006 2006 0 1489 0 1489 1489 0 0 1489 2
"826" 385000 2007 2008 1636 442 0 2078 2084 0 0 2084 2
"827" 109500 1924 1950 784 0 0 784 784 0 0 784 1
"828" 189000 2001 2001 20 1434 0 1454 1434 0 0 1434 2
"829" 185000 1967 1967 249 0 764 1013 1160 966 0 2126 2
"830" 147400 2005 2005 0 600 0 600 520 623 80 1223 2
"831" 166000 1957 1957 1040 352 0 1392 1392 0 0 1392 1
"832" 151000 2005 2005 0 600 0 600 520 600 80 1200 2
"833" 237000 2003 2003 483 458 0 941 941 888 0 1829 2
"834" 167000 1964 1964 196 975 345 1516 1516 0 0 1516 1
"835" 139950 1961 1961 572 572 0 1144 1144 0 0 1144 1
"836" 128000 1950 1995 442 625 0 1067 1067 0 0 1067 2
"837" 153500 1948 1973 338 1221 0 1559 1559 0 0 1559 1
"838" 100000 1973 1973 330 153 0 483 483 504 0 987 1
"839" 144000 1995 2006 0 1099 0 1099 1099 0 0 1099 1
"840" 130500 1946 1995 352 416 0 768 768 432 0 1200 1
"841" 140000 1925 1950 156 516 0 672 810 672 0 1482 2
"842" 157500 1904 2002 0 650 0 650 958 581 0 1539 2
"843" 174900 1966 1966 312 276 539 1127 1165 0 0 1165 1
"844" 141000 1961 1961 0 1800 0 1800 1800 0 0 1800 2
"845" 153900 1915 1950 0 876 0 876 876 540 0 1416 1
"846" 171000 1975 1981 1390 0 0 1390 1701 0 0 1701 2
"847" 213000 1993 1993 513 227 0 740 1006 769 0 1775 2
"848" 133500 1972 1972 460 404 0 864 864 0 0 864 1
"849" 240000 1908 1997 0 907 0 907 1307 1051 0 2358 3
"850" 187000 1976 1994 0 528 0 528 1094 761 0 1855 2
"851" 131500 2003 2003 659 189 0 848 848 0 0 848 1
"852" 215000 2003 2003 0 1273 0 1273 1456 0 0 1456 2
"853" 164000 1941 1950 364 554 0 918 918 728 0 1646 2
"854" 158000 1964 1964 564 563 0 1127 1445 0 0 1445 1
"855" 170000 1955 1974 306 372 1085 1763 1779 0 0 1779 1
"856" 127000 1962 2010 659 381 0 1040 1040 0 0 1040 1
"857" 147000 1978 1978 505 0 435 940 1026 0 0 1026 1
"858" 174000 1994 1995 0 702 0 702 702 779 0 1481 2
"859" 152000 1976 1976 0 1090 0 1090 1370 0 0 1370 2
"860" 250000 1968 1984 619 435 0 1054 1512 1142 0 2654 2
"861" 189950 1918 1998 0 912 0 912 912 514 0 1426 1
"862" 131500 1965 1965 841 198 0 1039 1039 0 0 1039 1
"863" 152000 1984 1985 338 702 0 1040 1097 0 0 1097 2
"864" 132500 1959 1959 1148 0 0 1148 1148 0 0 1148 1
"865" 250580 2007 2008 0 1372 0 1372 1372 0 0 1372 2
"866" 148500 1970 1970 828 174 0 1002 1002 0 0 1002 1
"867" 248900 2006 2007 0 1638 0 1638 1646 0 0 1646 2
"868" 129000 1961 1961 932 108 0 1040 1120 0 0 1120 1
"869" 169000 1948 1950 0 0 0 0 1547 720 53 2320 2
"870" 236000 1993 1994 750 300 0 1050 1062 887 0 1949 2
"871" 109500 1962 1962 0 894 0 894 894 0 0 894 1
"872" 200500 1998 1998 505 299 0 804 804 878 0 1682 2
"873" 116000 1953 1996 0 105 0 105 910 0 0 910 1
"874" 133000 1949 1950 375 457 0 832 1036 0 232 1268 1
"875" 66500 1941 1950 0 676 0 676 676 455 0 1131 1
"876" 303477 2007 2007 64 1120 0 1184 1184 1426 0 2610 2
"877" 132250 1963 1963 633 431 0 1064 1040 0 0 1040 1
"878" 350000 2004 2005 1170 292 0 1462 1462 762 0 2224 2
"879" 148000 1961 1995 899 210 0 1109 1155 0 0 1155 1
"880" 136500 1978 2005 646 218 0 864 864 0 0 864 1
"881" 157000 2005 2006 980 110 0 1090 1090 0 0 1090 1
"882" 187500 1990 1991 902 254 0 1156 1187 530 0 1717 2
"883" 178000 1992 1993 0 808 0 808 808 785 0 1593 2
"884" 118500 1912 1950 0 795 0 795 954 795 481 2230 1
"885" 100000 1967 1967 432 460 0 892 892 0 0 892 1
"886" 328900 1999 2000 1238 460 0 1698 1709 0 0 1709 2
"887" 145000 1959 2005 528 1098 0 1626 1712 0 0 1712 2
"888" 135500 1955 1955 0 816 0 816 872 521 0 1393 1
"889" 268000 1970 1970 351 1043 823 2217 2217 0 0 2217 2
"890" 149500 1953 1953 1024 481 0 1505 1505 0 0 1505 1
"891" 122900 1949 2006 0 672 0 672 672 252 0 924 1
"892" 172500 1978 1978 226 192 500 918 918 765 0 1683 2
"893" 154500 1963 2003 663 396 0 1059 1068 0 0 1068 1
"894" 165000 1954 1954 1064 319 0 1383 1383 0 0 1383 1
"895" 118858 1979 1979 0 0 0 0 1535 0 0 1535 2
"896" 140000 1963 1963 400 380 0 780 983 813 0 1796 1
"897" 106500 1936 1950 285 666 0 951 951 0 0 951 1
"898" 142953 1979 1979 0 0 0 0 1120 1120 0 2240 2
"899" 611657 2009 2010 2188 142 0 2330 2364 0 0 2364 2
"900" 135000 1961 1994 465 447 0 912 1236 0 0 1236 1
"901" 110000 1971 1971 322 536 0 858 858 0 0 858 1
"902" 153000 1957 2000 860 132 0 992 1306 0 0 1306 1
"903" 180000 2003 2003 0 783 0 783 807 702 0 1509 2
"904" 240000 2006 2006 0 1670 0 1670 1670 0 0 1670 2
"905" 125500 1967 1967 599 277 0 876 902 0 0 902 1
"906" 128000 1954 1954 354 412 290 1056 1063 0 0 1063 1
"907" 255000 2006 2006 63 1560 0 1623 1636 0 0 1636 2
"908" 250000 1936 1987 223 794 0 1017 1020 1037 0 2057 1
"909" 131000 1983 1983 301 239 324 864 902 0 0 902 1
"910" 174000 2005 2005 0 742 0 742 742 742 0 1484 2
"911" 154300 1960 1960 443 662 0 1105 1105 1169 0 2274 2
"912" 143500 1977 1989 196 1072 0 1268 1268 0 0 1268 1
"913" 88000 1925 1950 489 279 0 768 1015 0 0 1015 1
"914" 145000 1949 1950 284 717 0 1001 1001 1001 0 2002 2
"915" 173733 2009 2009 294 318 0 612 612 612 0 1224 2
"916" 75000 1970 1970 0 546 0 546 546 546 0 1092 1
"917" 35311 1949 1950 50 430 0 480 480 0 0 480 0
"918" 135000 1956 1956 1059 75 0 1134 1229 0 0 1229 1
"919" 238000 1991 1991 48 422 634 1104 912 1215 0 2127 2
"920" 176500 1958 2002 528 245 411 1184 1414 0 0 1414 1
"921" 201000 1994 1994 814 114 0 928 936 785 0 1721 2
"922" 145900 1900 2003 1084 188 0 1272 1272 928 0 2200 2
"923" 169990 2005 2006 28 1288 0 1316 1316 0 0 1316 2
"924" 193000 1993 1994 165 598 841 1604 1617 0 0 1617 2
"925" 207500 1980 1980 625 0 1061 1686 1686 0 0 1686 2
"926" 175000 1977 1977 767 266 93 1126 1126 0 0 1126 2
"927" 285000 2003 2004 0 1181 0 1181 1234 1140 0 2374 2
"928" 176000 1968 1968 552 280 0 832 1098 880 0 1978 2
"929" 236500 2001 2001 0 1753 0 1753 1788 0 0 1788 2
"930" 222000 1997 1997 0 964 0 964 993 1243 0 2236 2
"931" 201000 2007 2007 16 1450 0 1466 1466 0 0 1466 2
"932" 117500 1965 1965 338 121 466 925 925 0 0 925 1
"933" 320000 2006 2006 0 1905 0 1905 1905 0 0 1905 2
"934" 190000 2004 2004 20 1480 0 1500 1500 0 0 1500 2
"935" 242000 1960 2007 425 160 0 585 2069 0 0 2069 2
"936" 79900 1926 1953 0 600 0 600 747 0 0 747 1
"937" 184900 2003 2003 833 343 0 1176 1200 0 0 1200 2
"938" 253000 2005 2005 341 772 0 1113 1113 858 0 1971 2
"939" 239799 2006 2006 464 927 0 1391 1391 571 0 1962 2
"940" 244400 1940 1950 0 1032 0 1032 1207 1196 0 2403 2
"941" 150900 1976 1976 936 396 396 1728 1728 0 0 1728 2
"942" 214000 1999 1999 772 220 0 992 1022 1038 0 2060 2
"943" 150000 1977 1977 1440 0 0 1440 1440 0 0 1440 2
"944" 143000 1967 1967 0 1632 0 1632 1632 0 0 1632 2
"945" 137500 1958 1958 111 354 354 819 1344 0 0 1344 1
"946" 124900 1890 1996 1088 0 0 1088 1188 561 120 1869 1
"947" 143000 1959 1959 748 102 294 1144 1144 0 0 1144 1
"948" 270000 2002 2003 1300 316 0 1616 1629 0 0 1629 2
"949" 192500 2002 2002 0 936 0 936 936 840 0 1776 2
"950" 197500 1972 2006 982 179 0 1161 1381 0 0 1381 1
"951" 129000 1950 2002 398 317 149 864 864 0 0 864 1
"952" 119900 1965 1965 641 187 0 828 965 0 0 965 1
"953" 133900 1972 2003 660 108 0 768 768 0 0 768 1
"954" 172000 1969 1969 562 29 193 784 1168 800 0 1968 2
"955" 127500 1975 1975 945 0 0 945 980 0 0 980 2
"956" 145000 1946 1950 484 495 0 979 979 979 0 1958 2
"957" 124000 1980 1980 285 276 0 561 561 668 0 1229 1
"958" 132000 1962 1962 417 640 0 1057 1057 0 0 1057 1
"959" 185000 2003 2003 699 638 0 1337 1337 0 0 1337 2
"960" 155000 1999 1999 604 92 0 696 696 720 0 1416 2
"961" 116500 1958 2008 696 162 0 858 858 0 0 858 1
"962" 272000 1977 1995 896 434 0 1330 1542 1330 0 2872 2
"963" 155000 1976 1976 556 248 0 804 804 744 0 1548 2
"964" 239000 2007 2007 0 1800 0 1800 1800 0 0 1800 2
"965" 214900 2002 2003 624 193 0 817 824 1070 0 1894 2
"966" 178900 2005 2007 0 783 0 783 783 701 0 1484 2
"967" 160000 1940 1950 428 300 0 728 976 332 0 1308 1
"968" 135000 1955 1955 902 196 0 1098 1098 0 0 1098 1
"969" 37900 1910 1950 0 600 0 600 600 368 0 968 1
"970" 140000 1958 1958 513 75 0 588 1095 0 0 1095 1
"971" 135000 1949 1950 0 720 0 720 720 472 0 1192 1
"972" 173000 2003 2004 567 197 0 764 764 862 0 1626 2
"973" 99500 1979 1979 0 918 0 918 918 0 0 918 2
"974" 182000 2007 2008 0 1428 0 1428 1428 0 0 1428 2
"975" 167500 1910 1993 0 728 0 728 1136 883 0 2019 1
"976" 165000 2000 2000 641 32 0 673 673 709 0 1382 2
"977" 85500 1923 1958 0 440 0 440 869 0 0 869 1
"978" 199900 2006 2007 1106 135 0 1241 1241 0 0 1241 1
"979" 110000 1954 1954 552 342 0 894 894 0 0 894 1
"980" 139000 1963 1963 651 470 0 1121 1121 0 0 1121 1
"981" 178400 1961 2007 867 77 0 944 999 0 0 999 1
"982" 336000 1998 1999 854 371 0 1225 1276 1336 0 2612 2
"983" 159895 2007 2007 0 1266 0 1266 1266 0 0 1266 2
"984" 255900 2002 2002 0 1128 0 1128 1149 1141 0 2290 2
"985" 126000 1977 1977 0 0 0 0 1302 432 0 1734 2
"986" 125000 1950 1950 1040 124 0 1164 1164 0 0 1164 1
"987" 117000 1910 2003 0 485 0 485 1001 634 0 1635 1
"988" 395192 2009 2010 1646 284 0 1930 1940 0 0 1940 2
"989" 195000 1976 1976 156 692 0 848 1118 912 0 2030 2
"990" 197000 2006 2006 0 770 0 770 778 798 0 1576 2
"991" 348000 1997 1998 1074 322 0 1396 1407 985 0 2392 2
"992" 168000 1882 1986 216 700 0 916 916 826 0 1742 1
"993" 187000 1964 1993 536 169 117 822 1020 831 0 1851 2
"994" 173900 2005 2006 0 750 0 750 750 750 0 1500 2
"995" 337500 2006 2007 1172 528 0 1700 1718 0 0 1718 2
"996" 121600 1946 1950 384 363 0 747 774 456 0 1230 1
"997" 136500 1961 1961 915 135 0 1050 1050 0 0 1050 1
"998" 185000 1970 1970 0 1442 0 1442 1442 0 0 1442 2
"999" 91000 1922 1950 0 1007 0 1007 1077 0 0 1077 1
"1000" 206000 2006 2006 686 501 0 1187 1208 0 0 1208 2
"1001" 82000 1952 1952 0 0 0 0 944 0 0 944 1
"1002" 86000 1920 1950 0 691 0 691 691 0 0 691 1
"1003" 232000 2006 2006 24 1550 0 1574 1574 0 0 1574 2
"1004" 136905 1976 1976 0 1680 0 1680 1680 0 0 1680 2
"1005" 181000 2005 2006 16 1330 0 1346 1504 0 0 1504 2
"1006" 149900 1977 1977 595 390 0 985 985 0 0 985 2
"1007" 163500 1970 1970 1237 420 0 1657 1657 0 0 1657 2
"1008" 88000 1970 1970 273 0 273 546 546 546 0 1092 1
"1009" 240000 2004 2005 0 1710 0 1710 1710 0 0 1710 2
"1010" 102000 1926 1950 0 1008 0 1008 1008 0 514 1522 2
"1011" 135000 1948 1950 0 720 0 720 720 551 0 1271 2
"1012" 100000 1965 1965 0 0 0 0 1664 0 0 1664 2
"1013" 165000 1923 1996 0 602 0 602 900 602 0 1502 1
"1014" 85000 1910 2006 247 310 465 1022 1022 0 0 1022 1
"1015" 119200 1948 1950 336 746 0 1082 1082 0 0 1082 1
"1016" 227000 2001 2001 643 167 0 810 810 855 0 1665 2
"1017" 203000 1996 1996 690 814 0 1504 1504 0 0 1504 2
"1018" 187500 1984 1984 1036 184 0 1220 1360 0 0 1360 1
"1019" 160000 1991 1992 0 384 0 384 802 670 0 1472 2
"1020" 213490 2005 2005 16 1346 0 1362 1506 0 0 1506 2
"1021" 176000 2005 2005 1024 108 0 1132 1132 0 0 1132 1
"1022" 194000 2006 2006 684 515 0 1199 1220 0 0 1220 2
"1023" 87000 1930 1950 324 588 0 912 912 336 0 1248 1
"1024" 191000 2005 2006 16 1330 0 1346 1504 0 0 1504 2
"1025" 287000 1976 1976 1165 0 400 1565 2898 0 0 2898 2
"1026" 112500 1972 1972 138 276 468 882 882 0 0 882 1
"1027" 167500 1960 1960 697 571 0 1268 1264 0 0 1264 1
"1028" 293077 2007 2008 1513 125 0 1638 1646 0 0 1646 2
"1029" 105000 1941 1950 368 359 41 768 968 408 0 1376 1
"1030" 118000 1972 1972 317 355 0 672 672 546 0 1218 1
"1031" 160000 1916 1995 0 686 0 686 948 980 0 1928 2
"1032" 197000 1920 1970 523 301 0 824 1687 998 397 3082 2
"1033" 310000 1993 1993 1012 326 0 1338 1352 1168 0 2520 2
"1034" 230000 2002 2002 986 668 0 1654 1654 0 0 1654 2
"1035" 119750 1938 1950 0 920 0 920 954 0 0 954 1
"1036" 84000 1957 1957 0 0 0 0 845 0 0 845 1
"1037" 315500 2007 2008 1022 598 0 1620 1620 0 0 1620 2
"1038" 287000 2001 2002 0 1055 0 1055 1055 1208 0 2263 2
"1039" 97000 1970 2008 0 546 0 546 798 546 0 1344 1
"1040" 80000 1970 1970 509 121 0 630 630 0 0 630 1
"1041" 155000 1957 2000 168 284 682 1134 1803 0 0 1803 2
"1042" 173000 1966 2000 400 336 64 800 800 832 0 1632 1
"1043" 196000 2005 2005 900 406 0 1306 1306 0 0 1306 2
"1044" 262280 1990 1990 1085 390 0 1475 1532 797 0 2329 2
"1045" 278000 1981 1981 1104 1420 0 2524 2524 0 0 2524 2
"1046" 139600 1955 1955 0 0 0 0 1733 0 0 1733 2
"1047" 556581 2005 2006 240 1752 0 1992 1992 876 0 2868 3
"1048" 145000 1994 1995 686 304 0 990 990 0 0 990 1
"1049" 115000 1960 2006 0 0 0 0 1771 0 0 1771 1
"1050" 84900 1946 2006 0 0 0 0 930 0 0 930 1
"1051" 176485 2007 2007 0 1302 0 1302 1302 0 0 1302 2
"1052" 200141 2007 2007 0 1316 0 1316 1316 0 0 1316 2
"1053" 165000 1964 1978 442 374 0 816 1127 850 0 1977 1
"1054" 144500 1957 2002 383 833 0 1216 1526 0 0 1526 1
"1055" 255000 2002 2002 932 133 0 1065 1091 898 0 1989 2
"1056" 180000 1976 1976 644 549 0 1193 1523 0 0 1523 2
"1057" 185850 2005 2005 659 705 0 1364 1364 0 0 1364 2
"1058" 248000 1994 1994 595 378 0 973 979 871 0 1850 2
"1059" 335000 2008 2008 936 168 0 1104 1130 1054 0 2184 2
"1060" 220000 1932 1950 297 0 557 854 1096 895 0 1991 1
"1061" 213500 2001 2001 616 722 0 1338 1338 0 0 1338 2
"1062" 81000 1935 1950 0 894 0 894 894 0 0 894 1
"1063" 90000 1900 1950 0 662 0 662 1422 915 0 2337 2
"1064" 110500 1925 1980 397 706 0 1103 1103 0 0 1103 1
"1065" 154000 1966 1966 740 184 230 1154 1154 0 0 1154 1
"1066" 328000 1996 1997 1201 105 0 1306 1306 954 0 2260 2
"1067" 178000 1993 1994 0 799 0 799 799 772 0 1571 2
"1068" 167900 1964 1964 674 0 106 780 798 813 0 1611 1
"1069" 151400 1973 1973 837 105 0 942 1291 1230 0 2521 2
"1070" 135000 1949 2003 220 625 0 845 893 0 0 893 1
"1071" 135000 1956 1956 586 462 0 1048 1048 0 0 1048 1
"1072" 154000 1968 1968 298 429 0 727 829 727 0 1556 1
"1073" 91500 1948 1950 0 810 0 810 1002 454 0 1456 1
"1074" 159500 1977 1977 535 155 0 690 698 728 0 1426 1
"1075" 194000 2006 2006 0 1240 0 1240 1240 0 0 1240 2
"1076" 219500 1940 1984 410 390 0 800 960 780 0 1740 1
"1077" 170000 1936 1989 626 170 0 796 1096 370 0 1466 2
"1078" 138800 1969 1969 75 230 791 1096 1096 0 0 1096 1
"1079" 155900 2004 2004 662 186 0 848 848 0 0 848 1
"1080" 126000 1994 1994 495 495 0 990 990 0 0 990 1
"1081" 145000 1971 2004 656 602 0 1258 1258 0 0 1258 2
"1082" 133000 1963 1963 824 216 0 1040 1040 0 0 1040 1
"1083" 192000 2002 2002 0 1459 0 1459 1459 0 0 1459 2
"1084" 160000 1964 1964 553 698 0 1251 1251 0 0 1251 1
"1085" 187500 1995 1996 592 99 0 691 691 807 0 1498 2
"1086" 147000 1992 1992 747 189 0 936 996 0 0 996 1
"1087" 83500 1973 1973 334 212 0 546 546 546 0 1092 1
"1088" 252000 2005 2006 0 1082 0 1082 1082 871 0 1953 2
"1089" 137500 2004 2004 0 970 0 970 970 739 0 1709 2
"1090" 197000 2005 2005 1039 208 0 1247 1247 0 0 1247 1
"1091" 92900 1950 1950 0 0 0 0 1040 0 0 1040 2
"1092" 160000 1999 2000 510 90 0 600 624 628 0 1252 2
"1093" 136500 1925 1950 423 758 0 1181 1390 304 0 1694 2
"1094" 146000 1965 1998 661 203 0 864 1200 0 0 1200 1
"1095" 129000 1956 2000 248 448 240 936 936 0 0 936 1
"1096" 176432 2006 2006 24 1290 0 1314 1314 0 0 1314 2
"1097" 127000 1914 2006 0 684 0 684 773 582 0 1355 1
"1098" 170000 1986 1986 0 1074 0 1074 1088 0 0 1088 1
"1099" 128000 1936 1950 672 0 0 672 757 567 0 1324 1
"1100" 157000 1978 1978 704 567 0 1271 1601 0 0 1601 2
"1101" 60000 1920 1950 290 0 0 290 438 0 0 438 1
"1102" 119500 1971 1971 412 251 287 950 950 0 0 950 1
"1103" 135000 1960 2002 588 422 0 1010 1134 0 0 1134 1
"1104" 159500 1959 1959 655 0 0 655 1194 0 0 1194 1
"1105" 106000 1970 1970 0 630 0 630 630 672 0 1302 2
"1106" 325000 1994 1995 1032 431 0 1463 1500 1122 0 2622 2
"1107" 179900 1990 1991 738 172 0 910 1442 0 0 1442 2
"1108" 274725 2006 2006 0 868 0 868 887 1134 0 2021 2
"1109" 181000 2000 2000 0 924 0 924 948 742 0 1690 2
"1110" 280000 2004 2005 1039 797 0 1836 1836 0 0 1836 2
"1111" 188000 1995 1996 219 554 0 773 773 885 0 1658 2
"1112" 205000 1976 1976 403 400 0 803 1098 866 0 1964 2
"1113" 129900 1957 1957 708 108 0 816 816 0 0 816 1
"1114" 134500 1953 2006 643 365 0 1008 1008 0 0 1008 1
"1115" 117000 1954 2000 415 418 0 833 833 0 0 833 1
"1116" 318000 2007 2007 1004 730 0 1734 1734 0 0 1734 2
"1117" 184100 2002 2002 353 55 0 408 779 640 0 1419 2
"1118" 130000 1967 2003 702 192 0 894 894 0 0 894 1
"1119" 140000 1958 1987 0 533 0 533 1021 580 0 1601 1
"1120" 133700 1959 1959 369 671 0 1040 1040 0 0 1040 1
"1121" 118400 1920 1950 0 1012 0 1012 1012 0 0 1012 1
"1122" 212900 2005 2006 24 1528 0 1552 1552 0 0 1552 2
"1123" 112000 1956 1956 0 672 0 672 960 0 0 960 1
"1124" 118000 1947 2008 0 698 0 698 698 0 0 698 1
"1125" 163900 1992 1992 0 384 0 384 812 670 0 1482 2
"1126" 115000 1955 1955 0 1005 0 1005 1005 0 0 1005 1
"1127" 174000 2007 2007 0 1373 0 1373 1555 0 0 1555 2
"1128" 259000 2004 2004 1300 230 0 1530 1530 0 0 1530 2
"1129" 215000 2004 2005 0 847 0 847 847 1112 0 1959 2
"1130" 140000 1980 1980 936 0 0 936 936 0 0 936 1
"1131" 135000 1928 1950 622 500 0 1122 1328 653 0 1981 2
"1132" 93500 1991 1992 212 762 0 974 974 0 0 974 1
"1133" 117500 1880 1950 0 1008 0 1008 1178 1032 0 2210 2
"1134" 239500 1995 1995 584 544 0 1128 1142 878 0 2020 2
"1135" 169000 1997 1997 0 916 0 916 916 684 0 1600 2
"1136" 102000 1926 1950 0 960 0 960 986 0 0 986 1
"1137" 119000 1950 1950 280 752 0 1032 1032 220 0 1252 1
"1138" 94000 1875 1996 0 780 0 780 780 240 0 1020 1
"1139" 196000 1977 1977 1567 0 0 1567 1567 0 0 1567 2
"1140" 144000 1920 1950 645 270 0 915 1167 0 0 1167 1
"1141" 139000 1951 1951 852 100 0 952 952 0 0 952 1
"1142" 197500 1976 1976 381 399 0 780 1088 780 0 1868 2
"1143" 424870 2006 2007 1150 316 0 1466 1466 1362 0 2828 3
"1144" 80000 1959 1959 288 718 0 1006 1006 0 0 1006 1
"1145" 80000 1941 1950 348 324 0 672 672 252 0 924 1
"1146" 149000 1928 1950 0 1042 0 1042 1042 534 0 1576 1
"1147" 180000 1985 1985 1258 40 0 1298 1298 0 0 1298 2
"1148" 174500 1941 1950 275 429 0 704 860 704 0 1564 1
"1149" 116900 1926 1950 0 572 0 572 572 539 0 1111 1
"1150" 143000 1920 1988 624 26 0 650 832 650 0 1482 1
"1151" 124000 1950 1950 0 932 0 932 932 0 0 932 1
"1152" 149900 1959 1959 176 1290 0 1466 1466 0 0 1466 1
"1153" 230000 1956 2004 296 230 547 1073 1811 0 0 1811 1
"1154" 120500 1930 2007 538 278 0 816 816 0 0 816 1
"1155" 201800 1965 1988 454 410 0 864 902 918 0 1820 1
"1156" 218000 1976 2004 1157 280 0 1437 1437 0 0 1437 2
"1157" 179900 1965 1999 633 586 0 1219 1265 0 0 1265 2
"1158" 230000 2007 2008 904 410 0 1314 1314 0 0 1314 2
"1159" 235128 2007 2008 0 1580 0 1580 1580 0 0 1580 2
"1160" 185000 1974 1974 442 459 0 901 943 933 0 1876 2
"1161" 146000 1978 1978 311 544 0 855 855 601 0 1456 2
"1162" 224000 1954 2006 728 568 0 1296 1640 0 0 1640 1
"1163" 129000 1968 1968 492 402 0 894 894 0 0 894 1
"1164" 108959 1969 1969 1198 0 0 1198 1258 0 0 1258 0
"1165" 194000 1978 1978 680 289 391 1360 1432 0 0 1432 1
"1166" 233170 2009 2009 0 1502 0 1502 1502 0 0 1502 2
"1167" 245350 2008 2008 0 1694 0 1694 1694 0 0 1694 2
"1168" 173000 2000 2000 786 173 0 959 959 712 0 1671 2
"1169" 235000 1935 1986 626 501 0 1127 1236 872 0 2108 2
"1170" 625000 1995 1996 1387 543 0 1930 1831 1796 0 3627 3
"1171" 171000 1977 1977 522 574 0 1096 1118 0 0 1118 1
"1172" 163000 1958 1958 662 599 0 1261 1261 0 0 1261 1
"1173" 171900 2006 2007 0 625 0 625 625 625 0 1250 2
"1174" 200500 1946 1994 152 977 469 1598 1636 971 479 3086 3
"1175" 239000 1932 1950 503 449 0 952 1170 1175 0 2345 2
"1176" 285000 1992 2000 700 983 0 1683 2129 743 0 2872 2
"1177" 119500 1984 1985 658 218 0 876 923 0 0 923 1
"1178" 115000 1926 2004 468 350 0 818 818 406 0 1224 1
"1179" 154900 1921 1950 0 731 0 731 820 523 0 1343 1
"1180" 93000 1954 1954 0 0 0 0 1124 0 0 1124 1
"1181" 250000 1990 1991 1216 0 0 1216 1298 1216 0 2514 2
"1182" 392500 2008 2008 1480 120 0 1600 1652 0 0 1652 2
"1183" 745000 1996 1996 2096 300 0 2396 2411 2065 0 4476 3
"1184" 120000 1920 1950 821 299 0 1120 1130 0 0 1130 1
"1185" 186700 1963 1963 1159 413 0 1572 1572 0 0 1572 1
"1186" 104900 1924 1950 392 392 0 784 949 272 0 1221 1
"1187" 95000 1900 1970 440 538 0 978 1014 685 0 1699 2
"1188" 262000 1994 1995 1456 168 0 1624 1624 0 0 1624 2
"1189" 195000 2002 2002 0 831 0 831 831 829 0 1660 2
"1190" 189000 1999 1999 0 994 0 994 1028 776 0 1804 2
"1191" 168000 1961 1975 1159 90 0 1249 1622 0 0 1622 1
"1192" 174000 1999 2000 0 776 0 776 764 677 0 1441 2
"1193" 125000 1925 1994 0 702 0 702 842 630 0 1472 1
"1194" 165000 1999 1999 883 341 0 1224 1224 0 0 1224 2
"1195" 158000 1969 1969 371 292 0 663 663 689 0 1352 1
"1196" 176000 2005 2005 0 728 0 728 728 728 0 1456 2
"1197" 219210 2006 2006 0 879 0 879 879 984 0 1863 2
"1198" 144000 1916 1950 0 815 0 815 815 875 0 1690 1
"1199" 178000 2001 2001 0 1212 0 1212 1212 0 0 1212 2
"1200" 148000 1963 1979 547 504 0 1051 1382 0 0 1382 1
"1201" 116050 1970 1970 0 864 0 864 864 0 0 864 1
"1202" 197900 1998 1998 0 866 0 866 866 913 0 1779 2
"1203" 117000 1925 1997 0 884 0 884 884 464 0 1348 1
"1204" 213000 2000 2001 0 1630 0 1630 1630 0 0 1630 2
"1205" 153500 1975 1975 788 268 0 1056 1074 0 0 1074 1
"1206" 271900 1990 1991 485 1496 177 2158 2196 0 0 2196 2
"1207" 107000 1966 1966 1056 0 0 1056 1056 0 0 1056 1
"1208" 200000 2003 2003 340 1342 0 1682 1700 0 0 1700 2
"1209" 140000 1962 1980 504 319 108 931 1283 0 0 1283 1
"1210" 290000 2006 2006 1220 440 0 1660 1660 0 0 1660 2
"1211" 189000 1992 1992 0 1055 0 1055 1055 790 0 1845 2
"1212" 164000 1988 2005 427 132 0 559 1080 672 0 1752 2
"1213" 113000 1941 1950 344 328 0 672 672 0 0 672 1
"1214" 145000 1965 2001 648 0 0 648 960 0 0 960 0
"1215" 134500 1962 1962 784 141 0 925 999 0 0 999 1
"1216" 125000 1966 1966 180 340 374 894 894 0 0 894 1
"1217" 112000 1978 1978 0 0 0 0 1318 584 0 1902 2
"1218" 229456 2009 2009 936 364 0 1300 1314 0 0 1314 2
"1219" 80500 1947 1950 0 0 0 0 672 240 0 912 1
"1220" 91500 1971 1971 0 672 0 672 672 546 0 1218 1
"1221" 115000 1964 1964 312 0 600 912 912 0 0 912 1
"1222" 134000 1968 1968 250 210 492 952 1211 0 0 1211 1
"1223" 143000 1949 1950 196 844 0 1040 1168 678 0 1846 2
"1224" 137900 1951 1951 756 1380 0 2136 2136 0 0 2136 2
"1225" 184000 2004 2005 724 64 0 788 788 702 0 1490 2
"1226" 145000 1958 1958 507 81 0 588 1138 0 0 1138 1
"1227" 214000 2007 2007 0 894 0 894 894 1039 0 1933 2
"1228" 147000 1965 2008 595 317 0 912 912 0 0 912 1
"1229" 367294 2008 2008 1540 162 0 1702 1702 0 0 1702 1
"1230" 127000 1960 1960 666 409 0 1075 1507 0 0 1507 2
"1231" 190000 1977 1977 498 652 211 1361 1361 1259 0 2620 2
"1232" 132500 1962 1962 803 303 0 1106 1190 0 0 1190 1
